uci,index
a7b8q,1862
a3g3,1863
e7f8r,1864
e7f8q,1865
h1b7,1866
f2f1n,1867
e7d8q,1868
f7f8n,1869
f7f8b,1870
e7d8b,1871
e7d8r,1872
e7d8n,1873
e2e1r,1874
h8b2,1875
e2e1n,1876
g2f1r,1877
c2d1q,1878
b7b8r,1879
c7b8q,1880
c7b8r,1881
b2a1r,1882
f2e1r,1883
b2b1n,1884
d2e1q,1885
b2b1b,1886
b2b1r,1887
g2f1q,1888
d2e1r,1889
b2c1q,1890
d7e8q,1891
a2a1b,1892
e2e1b,1893
d7c8b,1894
d7c8q,1895
a2b1q,1896
b2c1r,1897
b2a1q,1898
g2h1b,1899
h7h8r,1900
d7c8n,1901
g2h1q,1902
b7a8n,1903
c7b8b,1904
c7b8n,1905
a2a1n,1906
c2b1r,1907
c7d8r,1908
d2d1r,1909
d2c1r,1910
d2c1q,1911
d2c1b,1912
b7c8q,1913
c2d1r,1914
f2g1q,1915
h8a1,1916
g7h8n,1917
e7f8n,1918
f7g8n,1919
e2f1q,1920
h2g1r,1921
d2c1n,1922
h7h8n,1923
c7d8q,1924
a7b8r,1925
h7h8b,1926
b7a8b,1927
h2g1q,1928
h7g8q,1929
e2d1r,1930
h7g8r,1931
d2d1b,1932
g2f1n,1933
e2f1b,1934
e7f8b,1935
b2a1n,1936
f7g8b,1937
c2d1b,1938
b7c8b,1939
b7c8n,1940
b2c1n,1941
e2f1n,1942
b2a1b,1943
f2g1r,1944
c2b1b,1945
a7b8n,1946
f2g1n,1947
f2g1b,1948
e2f1r,1949
f2e1n,1950
e2d1n,1951
c2d1n,1952
c2b1n,1953
f2e1b,1954
b2c1b,1955
e2d1b,1956
a7b8b,1957
h7g8b,1958
g2h1n,1959
h2g1n,1960
d2e1n,1961
a2b1b,1962
h7g8n,1963
a2b1r,1964
a2b1n,1965
d2e1b,1966
h2g1b,1967
